            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
**************************************************************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2459485.564000000, A.D. 2021-Sep-28 01:32:09.6000,  2.791087812939322E-04,  1.276057165241929E-03,  9.769369636788092E+01,  1.676610443812767E+02,  2.066377617538994E+02,  2.459486774914019E+06,  1.428109914359542E+02,  1.870681684342186E+02,  1.870642342205813E+02,  1.276413423436971E-03,  1.276769681632014E-03,  2.520814374161442E+00,
2459496.522000000, A.D. 2021-Oct-09 00:31:40.8000,  4.284991971170203E-04,  1.275610622530932E-03,  9.769368368001670E+01,  1.676612752270024E+02,  1.861405324073106E+02,  2.459496712681190E+06,  1.428539605960854E+02,  3.327604367963782E+02,  3.327379513370514E+02,  1.276157454975784E-03,  1.276704287420636E-03,  2.520056136335537E+00,
2459507.480000000, A.D. 2021-Oct-19 23:31:12.0000,  7.157504894362673E-04,  1.275846997719934E-03,  9.769369880801065E+01,  1.676614858829239E+02,  2.178906707842733E+02,  2.459507016196724E+06,  1.427527054418690E+02,  6.620917236002600E+01,  6.628424877661089E+01,  1.276760839915997E-03,  1.277674682112060E-03,  2.521843623808568E+00,
2459518.438000000, A.D. 2021-Oct-30 22:30:43.2000,  4.997128898677469E-04,  1.275709805215547E-03,  9.769367046069507E+01,  1.676616720402106E+02,  1.935506889332884E+02,  2.459519448033575E+06,  1.428220369806262E+02,  2.157449474538962E+02,  2.157115126870314E+02,  1.276347612569500E-03,  1.276985419923453E-03,  2.520619419878698E+00,
2459529.396000000, A.D. 2021-Nov-10 21:30:14.4000,  7.204912177789134E-04,  1.275843974614583E-03,  9.769366471569691E+01,  1.676618814468994E+02,  1.897324522671131E+02,  2.459529502849062E+06,  1.427521969626078E+02,  3.447470617304668E+02,  3.447253223187702E+02,  1.276763871771371E-03,  1.277683768928160E-03,  2.521852606543756E+00,
2459540.354000000, A.D. 2021-Nov-21 20:29:45.6000,  6.670684983978953E-04,  1.275136852841247E-03,  9.769366730433987E+01,  1.676620415453832E+02,  1.722736616171836E+02,  2.459539462214505E+06,  1.428824146085215E+02,  1.274204648586365E+02,  1.274811429014285E+02,  1.275988024256562E-03,  1.276839195671876E-03,  2.519554285153644E+00,
2459551.312000000, A.D. 2021-Dec-02 19:29:16.8000,  6.639207838487906E-04,  1.275776652754052E-03,  9.769369858520835E+01,  1.676622383631552E+02,  1.739656229482660E+02,  2.459552076029738E+06,  1.427756197107502E+02,  2.509151806414825E+02,  2.508433021249994E+02,  1.276624230113589E-03,  1.277471807473126E-03,  2.521438889421918E+00,
2459562.270000000, A.D. 2021-Dec-13 18:28:48.0000,  4.004120554108268E-04,  1.275246100001164E-03,  9.769368147030119E+01,  1.676624470010019E+02,  1.983299857257791E+02,  2.459562327804537E+06,  1.429212398196505E+02,  3.517385038688048E+02,  3.517319074978398E+02,  1.275756928455091E-03,  1.276267756909018E-03,  2.518869836661624E+00,
2459573.228000000, A.D. 2021-Dec-24 17:28:19.2000,  4.583094100107470E-04,  1.275664084945371E-03,  9.769370134099029E+01,  1.676626714583865E+02,  1.700353721786051E+02,  2.459572211180206E+06,  1.428385902386267E+02,  1.452411059229473E+02,  1.452710338457123E+02,  1.276249001872446E-03,  1.276833918799521E-03,  2.520327310697918E+00,
2459584.186000000, A.D. 2022-Jan-04 16:27:50.4000,  5.546048268260114E-04,  1.275101010148913E-03,  9.769367200910216E+01,  1.676628524430157E+02,  1.944395263403872E+02,  2.459584983575747E+06,  1.429125606276752E+02,  2.460164077111126E+02,  2.459583580955705E+02,  1.275808579745346E-03,  1.276516149341778E-03,  2.519022809603801E+00,
2459595.144000000, A.D. 2022-Jan-15 15:27:21.6000,  6.297080081759737E-04,  1.275453115336723E-03,  9.769368321793146E+01,  1.676630611134997E+02,  1.791696941043183E+02,  2.459594958577574E+06,  1.428372837013948E+02,  2.648523563389105E+01,  2.651743896491523E+01,  1.276256784454383E-03,  1.277060453572043E-03,  2.520350364212957E+00,
